game,outcome,end_reason,n_moves,loss,moves
68,W,material_resign,59,3.357028,f2f4 h7h5 c2c3 d7d5 d1c2 a7a6 d2d3 c8f5 b2b4 e7e5 c3c4 d8f6 a2a4 f5e6 e1d2 f6g6 e2e4 f7f6 d2e3 h8h7 c1d2 g8e7 c2a2 a8a7 d2e1 e8f7 e1d2 e7c8 d3d4 f8d6 g2g4 a7a8 a2a3 h7h8 f1e2 c7c6 d2c1 d5e4 g1f3 h8h7 e2f1 e6c4 g4h5 h7h8 f3e5 f7e8 e3d2 e8e7 f1g2 c4a2 d2e3 e7d8 g2f1 c8e7 e5g6 h8h7 b1d2 d8e8 e3f2
69,W,material_resign,93,3.271568,f2f4 g7g6 e2e3 f7f5 c2c3 d7d5 f1c4 a7a6 d1e2 d8d7 g1h3 c7c5 b2b3 e7e6 b3b4 b7b6 h1g1 d7a4 c4a6 e8f7 e3e4 c8d7 b1a3 f8g7 a3b5 a4b5 d2d4 b5a4 e4e5 g7f8 e2e3 h7h6 a1b1 b8c6 c1d2 g8f6 h3g5 f7g7 b1c1 f8d6 e5d6 a8d8 h2h3 h6g5 c1d1 h8g8 g1h1 c6e5 a6c8 d8e8 c8d7 a4d1 e1d1 e8f8 d7c8 f8e8 d2c1 g7h8 c1d2 e5d3 d1e2 e8d8 e2d1 f6g4 c8d7 d8d7 d1e2 c5d4 e2d1 h8h7 e3f3 g8g7 f3g4 h7h6 c3c4 b6b5 h3h4 e6e5 h1g1 d7d8 d2c1 d8b8 d1e2 d3f2 e2f1 b8c8 g4g5 h6h7 f1f2 g7g8 g1d1 c8d8 a2a4
70,B,value_resign,13,3.339311,f2f4 g8f6 g1f3 h8g8 h1g1 g7g5 c2c3 f8g7 b2b4 b7b5 d1c2 d7d5 d2d4
71,B,material_resign,136,3.416544,f2f4 d7d5 g2g4 h7h5 h2h4 a7a6 b2b4 h8h7 c2c3 d5d4 d2d3 e7e5 c3c4 b7b5 e1d2 f7f6 g1f3 e8e7 f3h2 f6f5 a2a4 c8b7 a1a2 g8h6 d1e1 d8d7 b1a3 d7c8 a3b1 h6g8 f1g2 h7h6 a4a5 g8f6 e1f1 e7d8 d2e1 b8c6 c1a3 a8a7 g4f5 f8e7 a2b2 f6e4 h2g4 d8d7 h1g1 c8d8 c4c5 e4d6 b1c3 c6a5 g2d5 c7c6 g1g2 d8e8 c3b5 e8f8 b5d4 e7d8 e1f2 f8h8 d4c6 g7g5 b2b3 a7a8 f1e1 d7c8 f2f3 a5c4 e1d2 h8g8 d2c1 g8g7 g2g3 g7f8 c1c2 f8e7 e2e3 e7f8 f3f2 f8e7 f2e2 e5f4 e2f3 e7f8 c2c1 f8g7 c1a1 g7h8 f3f2 a8b8 a1f6 h8h7 f2f3 h7c7 f3g2 h6h7 e3f4 c7a5 b4b5 h7f7 g2h2 f7c7 h2h3 h5g4 h3g2 g5h4 g2h1 d8e7 g3f3 e7d8 h1g1 b8a8 g1f2 d8e7 f6h6 a8b8 f2g2 b8a8 g2f1 e7f8 h6h8 b7c6 f3e3 c6d5 f1e2 c8b8 e2f1 d5c6 h8g7 f8g7 f1f2 c6d5 f2f1 g7f6
72,B,value_resign,19,3.447437,c2c3 f7f5 g1f3 b7b5 h1g1 g7g5 d1a4 a7a6 h2h4 a8a7 b1a3 c8b7 a3b1 c7c6 g2g3 h7h5 d2d4 e8f7 e2e4
73,B,value_resign,32,3.297574,f2f4 e7e6 c2c3 f7f6 d1c2 d7d5 g2g3 h7h5 e1d1 e6e5 f1g2 e8f7 d2d4 a7a6 h2h4 h8h7 g3g4 h7h8 b2b3 h8h7 c1d2 h7h6 a2a3 g7g5 d2e1 b8c6 e1d2 c6b4 d2e1 b7b5 h1h3 e5f4
74,W,material_resign,73,3.205277,f2f4 f7f5 c2c3 h7h6 g2g4 a7a6 a2a4 h8h7 c3c4 b8c6 e2e4 e7e5 h2h3 d7d5 d1c2 f8c5 d2d3 b7b5 b2b3 d5c4 g1f3 h6h5 e1d2 c5f2 g4h5 e8d7 h1h2 b5a4 h2g2 a8b8 g2g3 g8e7 g3g4 h7h6 c2c3 c6d4 f3d4 c7c5 c3c4 d7c7 b1c3 b8b6 h3h4 c8d7 c3b5 c7b8 f1g2 b6f6 g2f1 e5d4 f1e2 d8c7 e2f1 e7c6 f1e2 c7f4 d2d1 c6e7 c1d2 d7e6 e4f5 b8b7 e2f1 a4a3 d2e1 e7g6 e1f2 f4c1 d1c1 b7b6 c1b1 f6f5 f1g2
75,W,checkmate,85,3.413120,f2f3 f7f5 f3f4 g7g5 g2g4 c7c6 h2h4 h7h5 f1g2 d7d5 c2c4 e8f7 c4d5 f8g7 d1a4 a7a6 b2b3 h8h7 c1b2 h7h8 e2e3 d8e8 g1e2 h8h7 a4a5 e8f8 b2c1 g7c3 e2g1 g8h6 a2a3 f8e8 g2h3 e8d8 c1b2 d8e8 e1d1 e8d7 b2c1 b7b6 h1h2 h7g7 h3g2 d7d6 g2e4 g7g6 a5b5 c8b7 h2h3 f7f6 d1e2 d6a3 e2e1 h6g4 h3h1 b7c8 c1b2 c8b7 b5a5 b6b5 a5c7 a6a5 c7b6 a5a4 g1h3 c3b2 h1g1 f6g7 e1d1 g7f8 g1h1 f8f7 h1g1 c6c5 g1h1 b7c8 h3f2 b2c3 h1g1 b5b4 b6e6 f7e8 e4f5 e8d8 e6c8
76,W,material_resign,15,3.425907,f2f4 c7c5 c2c4 e7e6 a2a4 d8f6 g1f3 e8e7 b2b4 f6c3 b1c3 e7d6 h1g1 f8e7 a1b1
77,B,material_resign,104,3.394987,g1f3 a7a6 f3g5 e7e6 g5f3 c7c6 b2b4 f8d6 g2g3 f7f6 h1g1 e8e7 c2c4 h7h5 a2a4 f6f5 a4a5 h8h6 a1a4 e7f8 e2e3 h6h8 g1h1 g7g5 f3g5 h8h7 f1h3 d8c7 f2f4 h7e7 g5e6 e7e6 b1c3 a8a7 d1h5 g8f6 c3e4 f8e7 h5f3 e7f8 d2d3 f8e7 c1d2 e7d8 d2c1 d8e7 c1d2 e7f8 e4f6 e6e5 f6d7 f8e8 e1e2 e8d8 e2f1 e5c5 f1e1 c8d7 h1f1 b7b6 e1f2 d8e8 f3e2 e8f7 d2e1 d7e6 f1g1 f7g7 h3g4 g7f8 g1f1 f8g7 h2h3 g7f8 e1d2 c5a5 e3e4 f8g7 f1a1 g7h8 e2f3 e6d5 f2e1 c7d8 f3e3 d5e4 e3g1 d8c8 e1f1 c8d8 a1a3 d8c8 g4h5 b8d7 g1g2 h8g8 b4b5 g8f8 f1e1 e4g2 h5d1 f8g8 d1e2 g8f8
78,W,material_resign,127,3.409436,f2f4 d7d5 g1f3 h7h6 c2c4 a7a6 b2b3 h6h5 h2h3 e7e6 h1h2 f7f6 f3g5 b7b6 e2e4 d8d7 f4f5 b8c6 f5e6 c6b4 g5f7 c8b7 h2h1 d7c8 d1e2 c8d7 e4e5 f6f5 a2a4 a8a7 e2f3 f8d6 f7d8 g8f6 f1e2 h8h7 e2f1 e8d8 f3g4 d7c8 c1b2 b6b5 a4a5 c7c6 g4f4 d8e7 b2c1 h7h8 f4h2 f6g8 c4d5 c8d8 a1a4 d8c8 a4b4 e7d8 c1b2 h8h7 b2c1 d8e8 g2g3 e8d8 h2g2 d8e8 f1e2 d6c5 h1g1 c8d7 e2d1 e8d8 d2d4 d8e8 d4c5 e8d8 g2f1 d8c8 f1g2 h7h8 e1f1 g7g6 g3g4 d7e8 c1b2 e8e6 g2h1 h8h7 d1e2 g8e7 g4f5 h7h8 b2c1 h8h7 c1d2 h5h4 b1c3 b7a8 e2d1 c8d7 f1e1 e7c8 e1f1 a7c7 d1f3 h7h6 d2e1 e6f5 e1f2 d7e8 h1g2 e8d8 c3b5 d8d7 g2g6 f5g4 g1h1 h6h7 f1e1 c7a7 e1d1 h7h8 d1e1 g4g1 h1g1 d7e7 g6f7 e7d8 g1g2
79,B,material_resign,68,3.309206,f2f4 d7d5 g1f3 a7a6 c2c4 g8f6 b2b4 h8g8 f3e5 c8f5 e5d3 f5d3 a2a4 g8h8 b1c3 a6a5 g2g3 f6g4 a1b1 h7h5 h1g1 g4e5 e2e4 f7f5 g1g2 h5h4 f1e2 e7e6 e2f1 e8d7 d1f3 e5g4 f1e2 b8a6 e1f1 f8d6 b1a1 d5e4 f1e1 g4h6 e2f1 h4h3 c3e4 d7c8 a1b1 d8d7 b1a1 c7c6 a1b1 h6g4 b1a1 h8g8 c1b2 g7g6 b2g7 g8h8 f3e3 d7g7 a1a2 a8b8 a2b2 h8g8 g2f2 g4e3 d2e3 g7f8 f2f3 d6c5
80,D,cap_draw,150,3.264259,e2e3 f7f5 g1f3 g7g5 f3e5 b7b5 f1b5 c7c5 b5d3 h7h5 c2c3 b8c6 d1a4 a7a6 e3e4 a8b8 h1g1 c6d4 b1a3 h8h7 a3b5 h7h8 f2f3 f8g7 b2b3 h8h7 e1d1 g8h6 c1b2 h7h8 d3c2 d4f3 e5d7 c8d7 g2f3 d7c8 d1e1 c8d7 a1d1 d7e6 g1h1 d8d7 h1g1 g5g4 g1h1 h8h7 d2d4 e6c4 e1d2 g7d4 d1c1 d7b5 f3f4 e8d7 b3b4 d7e8 c1g1 e7e6 b2a1 h7h8 g1f1 d4c3 a1c3 c4b3 f1g1 b8a8 c2b3 a8b8 d2e1 h8h7 e1d2 b8a8 g1g2 a8a7 h1g1 h7h8 b3e6 b5a4 g2g3 h6f7 d2c1 a4d7 c1c2 e8e7 g1h1 h8h7 h1g1 d7c8 c2c1 h7h8 g1h1 c8d8 h1g1 d8c7 g1f1 e7d8 f1e1 f7d6 h2h3 h8g8 c1c2 g8g7 e1c1 c7b8 c2d3 b8a8 c3e1 d8e7 e1d2 e7f8 c1d1 a8b8 d1c1 f8e8 d2e3 e8d8 g3g1 d8e8 g1f1 e8d8 f1e1 b8c8 e6g8 a7c7 d3e2 g7g6 b4b5 d8e7 e2f1 c5c4 h3h4 c8d8 f1g1 d8b8 c1b1 e7f6 e4e5 f6g7 e1f1 b8c8 f1e1 c8a8 b1a1 c7c6 e1e2 g7f8 a1b1 a8a7 e3d4 g6g5
81,W,value_resign,33,3.240211,g1h3 c7c6 f2f4 g7g5 h3g1 h7h5 g2g3 d7d5 h2h4 e7e5 b1c3 f7f5 c3b5 e8f7 f1g2 a7a6 g2f1 g8e7 h1h2 f8g7 f4e5 a6a5 a2a3 b7b6 b2b3 h8g8 f1g2 g7f8 e1f1 d8e8 h2h3 g8h8 e5e6
82,B,material_resign,100,3.457324,f2f4 g8f6 c2c3 e7e6 d1c2 b7b6 g1f3 d8e7 h1g1 b6b5 b2b4 a7a6 c2f5 g7g5 c1b2 f6g8 f5h7 e8d8 a2a3 g5g4 a1a2 g4f3 g1h1 d7d5 h7c2 c8d7 c2f5 d7c8 h1g1 b8c6 b2a1 c8b7 a3a4 c6e5 e2e3 c7c6 f1e2 a8b8 d2d4 b8a8 f5h3 a8b8 h3h8 f8g7 g2f3 b8a8 c3c4 a6a5 e1f2 g7f8 e2f1 e5d3 f1d3 a8c8 d3f1 d8c7 h8h6 e7d6 a2e2 d6c5 g1h1 c8b8 b1d2 c5b4 h6h4 b8a8 d2e4 d5e4 f1g2 a8b8 g2f1 f8h6 h1g1 b8a8 e2e1 b7c8 h4d8 c7b8 f1e2 f7f6 a1c3 b5a4 e1f1 e4f3 e2f3 h6f8 g1g2 f6f5 f1e1 a4a3 e3e4 f8e7 g2g3 e7d8 e1e2 b4c4 e2e1 e6e5 f2g2 c8b7
83,W,material_resign,67,3.366395,e2e3 d7d5 g1f3 a7a6 c2c3 e8d7 d1c2 g7g6 d2d4 c7c6 c2a4 f7f5 e1e2 d8b6 e3e4 h7h5 a4c2 h8h7 f3e1 g8h6 h1g1 b6b5 e2d1 a8a7 e1d3 h6g8 a2a4 e7e5 f1e2 g8e7 d1e1 f8h6 e2h5 h6c1 g2g3 h7g7 e1f1 g7g8 f2f3 g8g7 a1a3 d7e6 f1e2 c8d7 g1g2 c6c5 e4f5 e6f6 e2e1 d7c6 h5g6 e7c8 b2b3 g7g6 c2d1 f6e7 d1c1 c8d6 c3c4 b5a4 d4c5 b7b6 a3a4 e7f7 b1d2 f7g7 c1b1
84,B,value_resign,42,3.149301,e2e3 e7e6 g1f3 d8g5 c2c3 g5f5 d1a4 f5h3 e1e2 g7g6 b1a3 c7c6 a3b1 e8d8 h1g1 h3f5 d2d4 a7a6 g2g3 f8d6 c3c4 g8e7 b2b4 d6f4 h2h3 b7b6 b1a3 d8c7 c1b2 h7h5 f1g2 f7f6 f3d2 h8h7 e2f1 f4e3 f2f4 c7d8 a1b1 c6c5 g2f3 d7d5
85,D,cap_draw,150,3.494081,f2f4 h7h6 a2a4 g7g5 c2c4 h8h7 b1a3 e7e6 e2e4 f8c5 d2d4 e8f8 e1e2 h6h5 g2g4 d8e8 f1g2 f8g7 h2h3 g8e7 g2f1 g7h8 h1h2 c7c6 f4f5 h7g7 h2g2 h8g8 g2g3 c5d4 g4h5 e6e5 g3g5 g7g6 c1d2 f7f6 d1e1 g8g7 e2d1 e8f8 d1e2 d4b6 a3b5 a7a6 h3h4 f8g8 b2b4 g7f8 d2c3 g8h8 g1f3 h8g8 e1f2 g8g7 e2e1 f8e8 e1e2 f6g5 e2e1 g7h6 f1d3 e8d8 f2d4 e7g8 e1e2 d8e8 e2e1 e8e7 f3h2 e7e8 e1f1 e8e7 f1g2 g8f6 d4b6 e7f7 c4c5 f7e8 c3d2 f6g8 a1e1 c6b5 d3c2 g6g7 e1d1 h6f6 d1e1 g7g6 d2c1 g8e7 g2h1 a8a7 h1g1 e8f8 c1d2 f8e8 d2c1 a7a8 c1e3 f6c6 g1f1 c6d5 e1d1 e8f8 b6d6 f8e8 d1e1 g5h4 e1e2 d5a2 f5f6 e8d8 f1e1 a2f7 e1d1 f7a2 d1e1 d8e8 d6b8 g6g5 e3d4 d7d5 e1d1 e5d4 b8c7 c8e6 d1e1 a8b8 e1f1 b8a8 f1e1 e6d7 f6e7 d7e6 e1d1 e8f7 d1e1 e6h3 c2d3 a8b8 e1f2 a2c4 e2a2 b8c8 c7d7 c8b8 f2e1 c4c2 a2a3 b8a8
86,B,value_resign,7,3.261925,c2c3 h7h5 d1a4 a7a5 f2f4 b8c6 g2g4
87,B,material_resign,56,3.230905,f2f3 g7g5 c2c3 h7h5 f3f4 c7c6 e2e3 d7d5 d1a4 h8h7 e1e2 h7g7 g1f3 d8d7 f3g1 e8d8 g1f3 g8f6 c3c4 d7d6 e3e4 c8d7 e2e1 c6c5 a4d7 d8d7 f1d3 d7e6 g2g4 a7a6 b1a3 f6e8 a1b1 b7b6 d3c2 g7g6 e1d1 a8a7 c2d3 e8f6 h1f1 f8g7 h2h3 g7f8 d1e1 f8g7 d3c2 d6f4 b2b4 a6a5 b1a1 f6g4 a3b1 g7f8 f3g1 f4e3
88,W,material_resign,23,3.440198,c2c3 f7f5 g1f3 g7g5 f3d4 e8f7 c3c4 b8c6 f2f4 h7h5 e2e4 a7a6 d1a4 a8a7 h1g1 e7e6 d4c6 g5f4 c6d8 f7e8 g2g3 h8h7 d2d4
89,D,cap_draw,150,3.302899,f2f4 f7f5 g1h3 g7g5 h1g1 e8f7 e2e4 b7b5 a2a3 h7h5 c2c3 c7c5 f1d3 h8h7 d1g4 b5b4 e1d1 f7f6 g4f5 f6g7 d1e1 e7e6 e1f1 d8f6 b2b3 e6e5 c3c4 a7a6 g2g3 g8e7 f1e2 h7h6 g3g4 c8b7 f5f6 g7g8 f6e7 f8e7 f4g5 g8f8 g4h5 d7d5 g1f1 f8g7 f1f5 e7f8 c1b2 f8d6 a1a2 b8d7 e2e1 g7h8 e1f1 b7c8 f1e2 a8b8 a2a1 h6e6 b2c1 h8g8 h5h6 c8b7 e2f2 b8c8 f2e2 d6b8 e2e1 a6a5 d3e2 c8d8 e1d1 e6c6 d1c2 d8e8 f5f8 g8h7 c1b2 b8a7 b2c1 e8d8 d2d3 d7b8 c1f4 d8e8 f8h8 h7h8 e2d1 c6c8 c2b2 e8d8 f4e3 h8h7 d1c2 d8e8 e3f2 a7b6 c4d5 b6a7 a1a2 e8g8 d3d4 g8f8 f2e1 f8f7 e1d2 b8c6 d2e1 c8d8 e1d2 d8d5 d2c1 f7f8 b1d2 f8f6 a3b4 f6f5 a2a1 b7c8 e4d5 c8b7 a1b1 h7h8 h3g1 h8g8 d2c4 f5f6 g1e2 e5e4 c1d2 g8f8 h2h3 f6h6 h3h4 c6e7 b1c1 h6h8 c1b1 h8g8 b1c1 g8g7 d2e1 e7c6 e1d2 f8e8 c1h1 e8d7 d2e1 d7e8 e1d2 e8f7
90,B,material_resign,124,3.231532,e2e3 d7d5 g1f3 b7b5 f1d3 e7e6 b2b4 a7a6 g2g3 h7h6 a2a4 d8f6 c2c3 h6h5 d1c2 f6g6 g3g4 f7f6 e3e4 e8d7 f3g5 c7c6 e1f1 c8b7 h1g1 h8h7 g1g2 h7h6 h2h3 g8e7 f1e1 e6e5 g2g1 a8a7 g1h1 f6f5 g5h7 e7c8 f2f4 f8e7 h1g1 e7d6 d3b5 c8e7 h3h4 d6b4 g1h1 b4a3 a1a3 d5e4 h1h2 d7e8 e1d1 e7g8 d1e1 g8e7 c2b2 b7c8 h2h3 c8b7 h3h2 b7c8 b2b4 a7a8 e1f1 e8d8 f1g2 d8d7 g2h3 a8a7 g4f5 g6f5 h3g2 g7g5 b4e7 d7e7 a4a5 c8b7 g2f1 c6c5 b5d3 b7c6 f1f2 e7e8 h2h1 e8f7 f2e1 a7a8 h1h2 a8a7 h7g5 f7g7 a3a4 g7g8 h2h3 c6b7 d3b5 b7c6 c3c4 c6b7 h3g3 b7c8 g3g4 c8b7 g5h7 g8h8 g4g5 b7c6 e1d1 a7d7 d2d3 d7e7 d1e1 f5g6 b5c6 e5f4 c1d2 h8h7 e1e2 g6g5 d2e1 h6c6 e2f2 g5g8
91,B,material_resign,70,3.434285,f2f4 g8f6 g1h3 h7h5 h1g1 a7a6 a2a3 b7b5 c2c4 h8g8 b2b4 g8h8 d1c2 c7c5 a3a4 d7d6 c2d1 e7e6 e2e4 f6d5 c1b2 h8g8 d1e2 g7g6 h3f2 b5c4 h2h3 d8g5 b2c1 f8e7 g2g3 e6e5 g1h1 e7f8 a4a5 g8g7 e2e3 g7h7 f1e2 c5b4 e2f1 d5c7 f1e2 f8g7 e1f1 e8e7 f1g1 g7f8 e2f1 c8h3 f1g2 e7d7 g2f1 f8g7 e3a7 f7f6 f1g2 d7c6 g2f3 g5f4 a1a2 d6d5 h1h2 g7f8 f3h5 a8a7 h2h3 f8e7 g1f1 e7f8
92,B,material_resign,60,3.374770,b2b3 d7d5 b3b4 c7c5 f2f4 h7h6 d2d4 c5b4 e1f2 c8f5 c1d2 a7a6 c2c4 e8d7 d1e1 h8h7 g1h3 f7f6 e2e3 d7e6 b1c3 d8c8 e1e2 g7g5 e3e4 f5h3 e2f3 c8d8 a1b1 d8c8 b1c1 c8d8 d2e1 d8d7 f1e2 f8g7 f2g1 b7b6 c3b5 h6h5 e2d1 g7f8 d1e2 h7h8 e1f2 b8c6 e2f1 c6d4 f2e1 b4b3 f1e2 d7c7 a2a4 c7f4 f3g4 f4g4 e2d1 g4h4 d1c2 a8b8
93,B,material_resign,72,3.199913,f2f4 e7e6 g1h3 d8f6 h1g1 e8e7 b2b4 a7a6 c2c4 f6h6 d1a4 c7c5 e1f2 e7d6 g2g4 c5b4 e2e4 b7b5 g1g2 f8e7 d2d4 h6f4 f2e1 f4g3 h3f2 f7f5 e1d2 f5e4 f1e2 b8c6 c4c5 d6c7 d2e1 e6e5 c1d2 g3h3 e2f1 d7d6 b1c3 h7h6 d2c1 e7d8 c1d2 b4c3 a1b1 c8g4 b1a1 a8b8 f1e2 g8e7 e2f1 c7d7 f1e2 c6a7 c5c6 d7c8 a1b1 d6d5 e2f1 h3h4 f1e2 h8g8 e1f1 g8f8 b1b3 f8f5 h2h3 e7c6 a4c4 c8d7 e2d3 g7g6
94,D,cap_draw,150,3.357707,f2f4 c7c5 a2a3 f7f5 g1h3 b7b5 h1g1 g8f6 a3a4 h7h6 c2c4 g7g5 d2d4 b8c6 e1d2 e8f7 d1c2 b5c4 e2e4 h6h5 b1c3 h8g8 g2g3 d7d5 f1e2 c8b7 h3g5 f7g6 g1f1 a7a5 f1e1 e7e5 e1d1 d8d7 d2e1 f6e4 g3g4 d7c8 h2h3 c8d8 c1d2 f8g7 e2f1 d8e8 d2e3 b7c8 f1e2 g6h6 e2f1 c8d7 f1g2 e8e7 e3d2 c6b8 a1b1 e7e6 b1a1 g8h8 g2f1 h8h7 c3e2 g7h8 d1c1 d7e8 f1g2 e6d7 g2f1 d7d6 d2a5 e8d7 g4f5 d7c8 h3h4 c8d7 f1g2 d7c6 g2f1 h8g7 f1g2 g7f8 g2f1 h7d7 f1g2 f8e7 g2f1 e7d8 f1g2 d8e7 a5d2 e7d8 g2h1 d8e7 d2c3 b8a6 g5h7 e7d8 h1g2 e5d4 c2b1 d8e7 g2f1 e7d8 f1g2 d6c7 c3b4 a6b8 e1f1 d7e7 f1g1 c7d7 b4d2 e7h7 g2f3 d7e8 d2e1 e8f8 e1f2 a8a5 f2e1 c6b5 f3g4 f8e7 g4h5 h7h8 b2b4 e7d7 g1h1 h8g8 e2g1 d8e7 g1f3 d7c7 f3g1 g8f8 e1f2 c5b4 f5f6 c7f4 f2e3 d4d3 a1a2 f8e8 a2f2 e7d8 f2f4 d3d2 h1h2 e8g8 b1a1 g8f8
95,B,value_resign,27,3.226655,e2e3 g8f6 f2f4 h8g8 d1h5 a7a6 h5h7 c7c6 e1e2 e7e6 b2b4 f8d6 c2c4 d8a5 e2e1 d6b4 e3e4 a8a7 g2g3 c6c5 a2a4 f6g4 b1c3 e8d8 a1b1 b8c6 f1g2
96,B,value_resign,7,3.239812,c2c3 g8f6 g1f3 g7g6 g2g3 b8c6 e2e4
97,B,value_resign,12,3.096172,c2c3 b7b5 g1f3 c7c6 h1g1 c6c5 e2e4 g8f6 e1e2 h8g8 b2b3 g7g5
98,D,cap_draw,150,3.321910,g1f3 g7g5 h2h4 b7b5 h1g1 c7c5 f3e5 h7h5 c2c4 f7f5 e2e4 h8h7 b2b3 h7h6 d1c2 b5b4 d2d3 g8f6 c1d2 f8g7 e5d7 d8b6 d2c3 b6c6 c2c1 c8d7 c3b4 f6e4 c1g5 c6f6 g2g3 e8f7 d3e4 b8c6 g1h1 a7a6 h1h2 f7e8 g5f5 f6f5 b1d2 e8f7 f1h3 g7b2 a1b1 c6e5 a2a3 a8d8 h2g2 e5d3 e1d1 d8e8 d1e2 e8d8 e2d1 f7e8 b1a1 e8f7 a1b1 d7c8 b1b2 f7e6 d1e2 d8e8 g2h2 c8d7 b4c3 e8f8 e2f1 f8h8 f1g1 d7c8 c3b4 c8d7 g1h1 h8a8 h1g1 a8a7 g1h1 e6e5 d2f3 e5d6 f3g1 d6e6 a3a4 f5g4 b4c5 d3c1 c5e7 h6h8 b3b4 e6e7 b2b3 h8h7 f2f3 g4h4 h1g2 d7a4 g2f1 e7d8 h2h1 h7h6 h1h2 h4f4 h2f2 f4d6 g3g4 d6c5 f1g2 d8c7 f2e2 c5e3 e2e3 c7c6 g2f1 h6h8 f3f4 c6d7 f1g2 h8g8 g2f1 d7e8 f1e1 a4b3 e1d2 e8d8 e3f3 a7g7 g1e2 g7g6 d2c1 d8e7 h3g2 e7d8 e2g1 g8f8 g2f1 d8c8 f1e2 f8e8 e2f1 e8e7 c1d2 c8d8 d2e3 e7e6 e3f2 d8e7 g4h5 e7d8
99,B,material_resign,28,3.308986,f2f4 b7b5 g1f3 f7f5 h1g1 e8f7 c2c3 g7g5 b1a3 c7c6 d1c2 h7h5 a3b1 d7d5 c2a4 a7a6 h2h3 f7e6 b1a3 h5h4 d2d4 a6a5 c1d2 b5a4 c3c4 e6d7 e1c1 d7e8
100,B,material_resign,12,3.262188,g2g3 g7g5 f2f4 b7b5 c2c3 e7e5 d1a4 b5a4 e2e4 f7f5 g1h3 a7a6
101,B,material_resign,44,3.385134,f2f4 a7a5 c2c3 a5a4 g1f3 c7c6 d1a4 a8a6 b2b3 g7g6 f3h4 h7h5 c1b2 f7f5 h1g1 a6a4 h4f5 a4a6 g2g3 a6b6 f5g7 e8f7 e2e3 d7d6 e3e4 d8d7 f1g2 h8h7 g7e6 b6b5 a2a4 f8g7 e6f8 h7h8 f8h7 d7f5 g2h1 c8d7 a1a3 h8h7 b2c1 g7h8 g1g2 d7c8
102,B,value_resign,12,3.158496,c2c3 f7f5 d1a4 g7g5 f2f4 b7b5 e1d1 a7a5 b2b3 c8b7 e2e4 h7h6
103,D,cap_draw,150,3.462936,g1f3 g7g5 f3e5 f7f5 d2d4 b8c6 e2e3 a8b8 c2c3 a7a6 c3c4 h7h5 h1g1 h8h7 e1d2 c6d4 a2a4 h7f7 d1e2 f8g7 g2g3 f7f6 e3e4 d4b5 f2f4 g5g4 b2b3 h5h4 c1b2 g7h8 e5f7 d7d5 e2e1 h8g7 f7h8 b7b6 f1e2 e7e5 e1f1 c8d7 h8f7 d7c8 f7h8 c8b7 f1g2 e8e7 g1h1 b5d6 a1a3 g7h8 d2c1 d8e8 e2g4 e8f7 g2f1 f7e8 h1g1 e8d8 b3b4 b8a8 g1h1 d6c8 f1e1 f6h6 e1e2 a8a7 g4h5 e7f6 e2e1 b7a8 h1g1 d8e7 c1d2 h4h3 g1h1 e7d7 e1f2 g8e7 d2c1 f6g7 f2f3 d7e8 h5e8 b6b5 a4a5 g7g8 e8f7 g8f8 f3h5 h6h7 c1d2 h7g7 d2c3 g7g8 f7e8 e7c6 b2c1 c6b8 c1d2 c7c6 d2e1 e5f4 h5h8 a7b7 g3g4 g8h8 e8f7 h8h6 f7h5 f8g8 h5e8 g8h7 c3b2 h7h8 e1d2 h6h5 d2c1 h8h7 h1g1 d5e4 g1h1 h7g7 c1d2 b5c4 h1g1 g7h8 e8f7 b7b6 g1f1 h8h7 f1g1 h7h8 g1h1 h8h7 h1g1 c8e7 d2c3 b6b5 a3a1 a8b7 a1a4 b7c8 c3g7 e4e3 g4h5 f4f3 g1f1 c8b7 f1e1 b5a5
